nil,1,10.9,14,nil,3,2009-9-15,nil,3
nil,2,9.7,14.9,nil,3,2009-9-15,nil,3
nil,1,9.7,10.3,nil,3,2009-9-15,nil,3
nil,2,7.5,7.3,nil,3,2009-9-15,nil,3
nil,2,8.3,8.4,nil,3,2009-9-15,nil,3
nil,2,12.6,33.9,nil,5,2009-9-15,nil,3
nil,2,10.6,20.3,nil,5,2009-9-15,nil,3
nil,2,12.5,36.7,nil,5,2009-9-15,nil,3
nil,2,10.5,19,nil,5,2009-9-15,nil,3
nil,1,12.3,21.2,nil,3,2009-9-15,nil,3
nil,2,11.4,21.8,nil,5,2009-9-15,nil,3
nil,1,9.9,12.7,nil,3,2009-9-15,nil,3
nil,2,11,22.5,nil,5,2009-9-15,nil,3
nil,2,8.8,12.5,nil,5,2009-9-15,nil,3
nil,1,12.5,23.5,nil,3,2009-9-15,nil,3
nil,2,10.1,15.7,nil,5,2009-9-15,nil,3
nil,2,12,24.8,nil,5,2009-9-15,nil,3
nil,2,9.1,13.5,nil,3,2009-9-15,nil,3
nil,2,9.4,15.4,nil,3,2009-9-15,nil,3
nil,2,11.6,31.5,nil,5,2009-9-15,nil,3
nil,2,8.5,11.2,nil,5,2009-9-15,nil,3
nil,2,10.6,23.7,nil,5,2009-9-15,nil,3
nil,2,10.6,19.6,nil,5,2009-9-15,nil,3
nil,2,9.6,13.5,nil,5,2009-9-15,nil,3
nil,2,11,19.6,nil,5,2009-9-15,nil,3
nil,2,9.5,11.9,nil,5,2009-9-15,nil,3
nil,2,10.8,20.4,nil,5,2009-9-15,nil,3
nil,2,15,60.6,nil,2,2009-9-15,nil,2
nil,3,14,36,nil,2,2009-9-15,nil,2
nil,3,14.2,43.2,nil,2,2009-9-15,nil,2
nil,3,14.3,47.2,nil,2,2009-9-15,nil,2
nil,4,16.1,64.1,nil,2,2009-9-15,nil,2
nil,3,14.3,48.6,nil,2,2009-9-15,nil,2
nil,6,16.8,75.5,nil,2,2009-9-15,nil,2
nil,2,16,59.3,nil,2,2009-9-15,nil,2
nil,2,15.5,59,nil,2,2009-9-15,nil,2
nil,2,15.5,62,nil,2,2009-9-15,nil,2
nil,2,19.9,136.4,nil,2,2009-9-15,nil,2
nil,2,18,107.5,nil,2,2009-9-15,nil,2
nil,3,15.1,60.1,nil,2,2009-9-15,nil,2
nil,2,11,26.4,nil,2,2009-9-15,nil,2
nil,3,15,48.6,nil,2,2009-9-15,nil,2
nil,3,14,35.2,nil,2,2009-9-15,nil,2
nil,2,13,32.8,nil,2,2009-9-15,nil,2
nil,4,17,80.5,nil,2,2009-9-15,nil,2
nil,2,12.2,32.4,nil,2,2009-9-15,nil,2
nil,4,11.9,30.1,nil,2,2009-9-15,nil,2
nil,4,13.4,30.9,nil,2,2009-9-15,nil,2
nil,4,13,34.1,nil,2,2009-9-15,nil,2
nil,2,10.5,20,nil,2,2009-9-15,nil,2
nil,4,13,32.7,nil,2,2009-9-15,nil,2
nil,4,12.5,23,nil,2,2009-9-15,nil,2
nil,3,12,23,nil,2,2009-9-15,nil,2
nil,4,12.2,25.2,nil,2,2009-9-15,nil,2
nil,3,13.3,34.1,nil,2,2009-9-15,nil,2
nil,2,14.9,49.7,nil,2,2009-9-15,nil,2
nil,3,15,52.5,nil,2,2009-9-15,nil,2
nil,4,15.3,20.3,nil,2,2009-9-15,nil,2
nil,3,11.5,26.2,nil,2,2009-9-15,nil,2
nil,4,12.5,32,nil,2,2009-9-15,nil,2
nil,4,17,68.8,nil,2,2009-9-15,nil,2
nil,3,11.9,29.9,nil,2,2009-9-15,nil,2
nil,3,8,10.8,nil,2,2009-9-15,nil,2
nil,3,12.5,23.8,nil,2,2009-9-15,nil,2
nil,2,15,55.5,nil,2,2009-9-15,nil,2
nil,4,15.6,59.1,nil,2,2009-9-15,nil,2
nil,4,17.7,110.3,nil,2,2009-9-15,nil,2
nil,2,16,65.2,nil,2,2009-9-15,nil,2
nil,3,13,27,nil,1,2009-9-15,nil,2
nil,2,14,44,nil,1,2009-9-15,nil,2
nil,2,12,24,nil,1,2009-9-15,nil,2
nil,2,12,22,nil,1,2009-9-15,nil,2
nil,2,13,37.7,nil,1,2009-9-15,nil,2
nil,6,12.6,36.6,nil,1,2009-9-15,nil,2
nil,3,12.1,29.4,nil,1,2009-9-15,nil,2
nil,2,12,30.2,nil,1,2009-9-15,nil,2
nil,2,13.5,44.5,nil,1,2009-9-15,nil,2
nil,3,11.8,25.1,nil,1,2009-9-15,nil,2
nil,3,12.2,24.8,nil,1,2009-9-15,nil,2
nil,2,15,53,nil,1,2009-9-15,nil,2
nil,2,14.5,46,nil,1,2009-9-15,nil,2
nil,2,13.5,46.2,nil,1,2009-9-15,nil,2
nil,2,12,21.4,nil,1,2009-9-15,nil,2
nil,2,12.5,34.2,nil,1,2009-9-15,nil,2
nil,2,12,28.5,nil,1,2009-9-15,nil,2
nil,2,12,30,nil,1,2009-9-15,nil,2
nil,4,11.5,25,nil,1,2009-9-15,nil,2
nil,4,10.5,19.5,nil,1,2009-9-15,nil,2
nil,2,13.5,37.1,nil,1,2009-9-15,nil,2
nil,2,12,23,nil,1,2009-9-15,nil,2
nil,2,22,19.8,nil,1,2009-9-15,nil,2
nil,3,10,11.6,nil,1,2009-9-15,nil,2
nil,2,13.9,37.8,nil,1,2009-9-15,nil,2
nil,2,14.3,39.7,nil,1,2009-9-15,nil,2
nil,2,12,21.3,nil,1,2009-9-15,nil,2
nil,2,17,11,nil,1,2009-9-15,nil,2
nil,2,12.1,21.8,nil,1,2009-9-15,nil,2
nil,3,11,15.5,nil,1,2009-9-15,nil,2
nil,1,11.5,15.3,nil,3,2009-9-17,nil,2
nil,2,8,8,nil,3,2009-9-17,nil,2
nil,2,8,8.6,nil,3,2009-9-17,nil,2
nil,1,9.5,10.7,nil,3,2009-9-17,nil,2
nil,2,7.5,5.5,nil,3,2009-9-17,nil,2
nil,1,10.5,9,nil,3,2009-9-17,nil,2
nil,2,10,8.2,nil,3,2009-9-17,nil,2
nil,2,16,nil,nil,4,2009-9-17,nil,2
nil,2,11,nil,nil,4,2009-9-17,nil,2
nil,2,17,nil,nil,4,2009-9-17,nil,2
